,age,workclass,fnlwgt,education,education_num,marital_status,post,relationship,nation,gender,capital_gain,capital_loss,hours_per_week,country,wealth
7801,22,,190625,,13,,,,,,0,0,20,,
7802,33,,203488,,10,,,,,,0,0,40,,
7803,50,,304260,,12,,,,,,0,0,40,,
7804,31,,243665,,9,,,,,,0,0,41,,
7805,34,,36385,,14,,,,,,0,0,45,,
7806,43,,198316,,10,,,,,,0,0,40,,
7807,39,,127772,,9,,,,,,0,0,40,,
7808,47,,199058,,15,,,,,,0,0,40,,
7809,25,,334133,,14,,,,,,0,0,20,,
7810,52,,67090,,9,,,,,,0,0,44,,
7811,43,,397963,,9,,,,,,594,0,16,,
7812,46,,182533,,13,,,,,,0,0,40,,
7813,19,,560804,,10,,,,,,0,0,30,,
7814,56,,365050,,4,,,,,,0,0,20,,
7815,22,,110200,,13,,,,,,0,0,40,,
7817,22,,34747,,9,,,,,,0,0,35,,
7819,39,,286789,,13,,,,,,0,0,40,,
7820,28,,211032,,7,,,,,,0,0,40,,
7822,50,,112873,,13,,,,,,0,0,40,,
7823,34,,36069,,9,,,,,,3908,0,46,,
7824,48,,73434,,9,,,,,,0,0,40,,
7825,51,,200576,,13,,,,,,0,0,40,,
7826,54,,172962,,9,,,,,,0,0,40,,
7827,44,,44006,,11,,,,,,0,0,40,,
7828,20,,234474,,10,,,,,,0,0,20,,
7829,38,,234901,,10,,,,,,0,0,40,,
7830,59,,200700,,12,,,,,,0,0,40,,
7831,59,,41258,,13,,,,,,0,0,50,,
7832,51,,249644,,10,,,,,,0,0,48,,
7834,29,,351731,,10,,,,,,0,0,40,,
7835,37,,114765,,10,,,,,,0,0,40,,
7836,42,,349884,,6,,,,,,0,0,35,,
7837,28,,204247,,13,,,,,,0,0,50,,
7838,22,,150683,,9,,,,,,0,0,24,,
7839,45,,319666,,15,,,,,,0,0,43,,
7840,39,,155961,,9,,,,,,0,0,38,,
7841,25,,117833,,13,,,,,,0,0,35,,
7843,23,,111450,,8,,,,,,0,0,38,,
7844,17,,228786,,6,,,,,,0,0,24,,
7845,63,,80572,,13,,,,,,0,0,40,,
7846,51,,237819,,13,,,,,,0,0,50,,
7847,29,,157612,,13,,,,,,3325,0,45,,
7848,45,,326064,,10,,,,,,6497,0,35,,
7849,31,,213307,,9,,,,,,0,0,40,,
7850,48,,209057,,13,,,,,,0,0,50,,
7851,41,,340148,,10,,,,,,0,0,45,,
7852,65,,154171,,15,,,,,,20051,0,60,,
7853,39,,119098,,11,,,,,,0,0,40,,
7854,51,,388496,,10,,,,,,0,0,8,,
7855,36,,206951,,13,,,,,,0,1902,45,,
7856,41,,210259,,10,,,,,,0,0,37,,
7857,31,,118551,,5,,,,,,0,0,40,,
7858,63,,180911,,7,,,,,,4386,0,37,,
7859,50,,242517,,13,,,,,,0,0,40,,
7860,63,,298113,,10,,,,,,0,0,40,,
7861,44,,277783,,14,,,,,,0,0,99,,
7862,48,,155862,,9,,,,,,0,0,65,,
7863,51,,171924,,10,,,,,,0,0,50,,
7864,18,,243900,,9,,,,,,0,0,15,,
7865,31,,356882,,9,,,,,,5013,0,40,,
7866,38,,49020,,9,,,,,,0,0,40,,
7868,56,,157749,,10,,,,,,0,0,60,,
7869,46,,332355,,10,,,,,,0,0,40,,
7870,39,,204501,,14,,,,,,0,0,50,,
7871,56,,305767,,9,,,,,,0,0,40,,
7872,31,,129761,,9,,,,,,0,0,40,,
7873,42,,130126,,13,,,,,,0,1977,40,,
7874,18,,160984,,7,,,,,,0,0,15,,
7876,27,,285897,,9,,,,,,0,1848,45,,
7877,31,,356689,,13,,,,,,0,0,40,,
7878,52,,192386,,14,,,,,,5013,0,40,,
7879,46,,394860,,9,,,,,,0,0,40,,
7880,30,,113129,,10,,,,,,0,0,24,,
7881,26,,55929,,13,,,,,,0,0,40,,
7882,48,,177018,,14,,,,,,0,0,50,,
7883,37,,161141,,10,,,,,,0,0,40,,
7884,24,,49218,,9,,,,,,0,0,40,,
7885,56,,162130,,3,,,,,,0,1887,67,,
7886,39,,129573,,13,,,,,,0,1741,40,,
7887,21,,306850,,9,,,,,,0,0,40,,
7888,29,,135296,,13,,,,,,0,2258,45,,
7889,23,,55674,,13,,,,,,2907,0,40,,
7890,47,,34845,,9,,,,,,0,0,60,,
7891,27,,200733,,9,,,,,,0,0,55,,
7892,45,,191858,,9,,,,,,0,0,45,,
7893,35,,44780,,10,,,,,,7688,0,20,,
7894,33,,125856,,9,,,,,,0,0,40,,
7895,37,,100508,,9,,,,,,0,0,40,,
7896,21,,148294,,9,,,,,,0,0,20,,
7897,42,,39324,,9,,,,,,0,0,40,,
7898,48,,147397,,9,,,,,,0,0,36,,
7899,46,,24728,,9,,,,,,0,0,48,,
7900,36,,177616,,3,,,,,,0,0,40,,
7901,25,,199947,,9,,,,,,0,0,40,,
7902,26,,386949,,9,,,,,,0,0,25,,
7903,36,,116133,,9,,,,,,0,0,57,,
7904,56,,196307,,13,,,,,,0,0,20,,
7905,37,,177181,,9,,,,,,0,0,40,,
7906,26,,324854,,13,,,,,,0,0,40,,
7907,23,,188505,,13,,,,,,0,0,25,,
7908,23,,502316,,13,,,,,,0,0,40,,
7909,41,,26892,,13,,,,,,0,0,40,,
7910,55,,102058,,13,,,,,,0,0,50,,
7911,39,,167728,,13,,,,,,0,0,40,,
7912,67,,233681,,12,,,,,,0,0,35,,
7913,60,,26756,,9,,,,,,0,0,50,,
7914,47,,340982,,10,,,,,,3103,0,40,,
7915,19,,84747,,9,,,,,,0,0,24,,
7916,20,,197752,,10,,,,,,0,0,40,,
7917,66,,185336,,9,,,,,,0,0,35,,
7919,51,,125417,,14,,,,,,0,0,42,,
7920,19,,278480,,10,,,,,,0,0,40,,
7921,36,,146412,,10,,,,,,0,0,40,,
7922,33,,193042,,9,,,,,,0,0,60,,
7923,90,,175491,,9,,,,,,9386,0,50,,
7925,36,,144154,,9,,,,,,0,0,40,,
7926,30,,194901,,15,,,,,,0,0,55,,
7927,35,,335777,,10,,,,,,0,0,40,,
7928,46,,139268,,14,,,,,,0,0,45,,
7929,38,,33887,,9,,,,,,0,0,40,,
7930,24,,283613,,13,,,,,,0,0,40,,
7931,40,,141245,,13,,,,,,0,0,40,,
7932,19,,186096,,9,,,,,,0,0,30,,
7933,77,,187656,,10,,,,,,0,0,20,,
7934,46,,102308,,9,,,,,,0,0,56,,
7935,41,,124639,,10,,,,,,0,0,40,,
7936,24,,164529,,8,,,,,,0,0,40,,
7937,36,,247750,,9,,,,,,0,0,45,,
7938,23,,103588,,10,,,,,,0,0,25,,
7939,38,,248919,,9,,,,,,0,2051,40,,
7940,29,,178551,,9,,,,,,0,0,40,,
7941,38,,136137,,10,,,,,,0,0,50,,
7942,39,,177728,,14,,,,,,0,0,40,,
7943,40,,243580,,13,,,,,,0,0,48,,
7945,32,,63910,,9,,,,,,0,0,40,,
7946,23,,219535,,9,,,,,,0,0,40,,
7947,44,,180609,,9,,,,,,0,0,40,,
7949,70,,170428,,13,,,,,,0,0,20,,
7950,51,,102615,,14,,,,,,0,1977,40,,
7951,66,,193132,,5,,,,,,0,0,30,,
7952,57,,124137,,10,,,,,,0,0,40,,
7953,36,,136629,,10,,,,,,0,0,40,,
7954,48,,148995,,13,,,,,,0,0,60,,
7956,51,,63424,,14,,,,,,0,0,40,,
7957,43,,241895,,13,,,,,,0,0,50,,
7958,27,,266973,,9,,,,,,0,0,60,,
7959,20,,366929,,10,,,,,,0,0,35,,
7960,19,,250818,,10,,,,,,0,0,40,,
7961,32,,240979,,10,,,,,,0,0,60,,
7962,35,,98283,,15,,,,,,0,0,40,,
7963,26,,104746,,9,,,,,,5013,0,60,,
7964,39,,103710,,9,,,,,,0,0,60,,
7965,24,,159580,,13,,,,,,0,0,75,,
7966,45,,117409,,10,,,,,,0,0,40,,
7967,49,,31650,,13,,,,,,0,0,45,,
7968,30,,66278,,9,,,,,,0,0,40,,
7969,33,,206609,,13,,,,,,0,0,45,,
7970,31,,188246,,14,,,,,,0,0,50,,
7971,44,,467799,,9,,,,,,0,0,40,,
7972,33,,137674,,9,,,,,,0,0,40,,
7973,50,,158284,,10,,,,,,0,0,40,,
7974,28,,210498,,9,,,,,,0,0,40,,
7975,60,,63526,,13,,,,,,0,0,40,,
7976,38,,372559,,10,,,,,,0,0,40,,
7977,57,,199114,,13,,,,,,0,2258,40,,
7978,50,,168539,,9,,,,,,0,0,40,,
7979,39,,189911,,7,,,,,,0,0,40,,
7980,69,,61958,,9,,,,,,1424,0,6,,
7981,51,,68898,,11,,,,,,0,2444,39,,
7982,37,,359591,,6,,,,,,0,0,40,,
7983,20,,301199,,10,,,,,,0,0,24,,
7984,48,,191277,,11,,,,,,0,0,50,,
7985,30,,78980,,11,,,,,,0,0,40,,
7986,47,,216999,,9,,,,,,0,0,45,,
7987,33,,122612,,9,,,,,,0,0,35,,
7988,20,,94057,,10,,,,,,0,0,15,,
7989,41,,197558,,13,,,,,,0,0,40,,
7990,32,,351869,,10,,,,,,0,1485,45,,
7992,36,,184556,,13,,,,,,0,0,40,,
7993,46,,268281,,13,,,,,,0,0,40,,
7994,45,,235646,,13,,,,,,0,0,40,,
7995,18,,186909,,10,,,,,,0,0,16,,
7996,62,,35783,,10,,,,,,0,0,60,,
7997,33,,188861,,9,,,,,,0,0,40,,
7998,42,,363591,,9,,,,,,0,0,40,,
7999,32,,51150,,11,,,,,,0,0,40,,
8000,50,,72351,,13,,,,,,0,0,45,,
8002,22,,255252,,9,,,,,,0,0,40,,
8003,30,,291951,,9,,,,,,0,0,40,,
8004,43,,37937,,12,,,,,,0,0,43,,
8005,40,,116218,,10,,,,,,0,0,45,,
8006,40,,143069,,9,,,,,,0,0,40,,
8007,41,,235951,,15,,,,,,0,0,50,,
8008,57,,112840,,10,,,,,,0,0,50,,
8009,65,,146454,,14,,,,,,0,1648,4,,
8010,52,,43705,,10,,,,,,0,0,50,,
8011,59,,122283,,15,,,,,,99999,0,40,,
8012,48,,101299,,12,,,,,,0,0,45,,
8013,24,,194654,,9,,,,,,0,0,40,,
8014,27,,206889,,12,,,,,,0,0,40,,
8015,40,,226902,,14,,,,,,15024,0,50,,
8016,24,,200679,,9,,,,,,0,0,50,,
8017,71,,183678,,15,,,,,,0,0,16,,
8018,17,,33138,,8,,,,,,0,0,40,,
8019,57,,57071,,10,,,,,,3137,0,40,,
8022,33,,169496,,9,,,,,,0,0,40,,
8023,41,,58124,,9,,,,,,0,0,40,,
8024,25,,356344,,13,,,,,,0,0,40,,
8026,27,,331046,,13,,,,,,0,0,45,,
8029,24,,100345,,13,,,,,,0,0,20,,
8030,33,,112383,,10,,,,,,0,0,40,,
8031,58,,21626,,11,,,,,,2202,0,56,,
8032,25,,135568,,5,,,,,,0,0,40,,
8033,44,,190532,,14,,,,,,0,0,55,,
8034,53,,266598,,9,,,,,,0,0,40,,
8035,38,,116608,,9,,,,,,0,0,35,,
8036,36,,353263,,13,,,,,,0,0,45,,
8037,25,,157617,,9,,,,,,0,0,40,,
8038,31,,77143,,8,,,,,,0,0,40,,
8039,18,,342852,,9,,,,,,0,0,40,,
8040,40,,176602,,9,,,,,,0,0,40,,
8041,26,,146343,,10,,,,,,0,0,40,,
8043,33,,221966,,13,,,,,,2202,0,50,,
8044,22,,215546,,12,,,,,,0,0,55,,
8045,50,,173020,,10,,,,,,0,0,40,,
8047,44,,252202,,9,,,,,,0,0,40,,
8048,37,,497300,,9,,,,,,0,0,40,,
8049,34,,426431,,13,,,,,,0,0,40,,
8050,45,,162410,,10,,,,,,0,0,45,,
8052,25,,190350,,6,,,,,,0,0,35,,
8053,20,,194504,,10,,,,,,0,0,40,,
8054,46,,110884,,9,,,,,,0,0,40,,
8055,45,,81400,,2,,,,,,0,0,25,,
8058,36,,607848,,10,,,,,,7688,0,45,,
8059,36,,210452,,13,,,,,,0,0,45,,
8060,48,,112906,,14,,,,,,0,0,55,,
8061,49,,126268,,13,,,,,,0,0,50,,
8062,55,,208311,,14,,,,,,0,1977,20,,
8063,61,,28291,,9,,,,,,0,0,82,,
8064,42,,121998,,10,,,,,,15024,0,40,,
8065,42,,31621,,12,,,,,,0,0,40,,
8066,30,,108386,,11,,,,,,0,0,40,,
8067,32,,134727,,9,,,,,,0,0,40,,
8068,37,,208391,,10,,,,,,0,0,40,,
8069,35,,112271,,10,,,,,,0,0,45,,
8070,30,,243190,,15,,,,,,0,0,20,,
8071,55,,185436,,10,,,,,,0,0,70,,
8072,33,,80058,,9,,,,,,0,0,48,,
8073,56,,370045,,13,,,,,,0,0,40,,
8074,26,,36936,,11,,,,,,0,2002,40,,
8075,28,,119793,,9,,,,,,0,0,60,,
8076,38,,102178,,9,,,,,,0,0,50,,
8078,35,,33975,,12,,,,,,0,0,40,,
8079,64,,298301,,9,,,,,,0,0,40,,
8080,22,,310380,,9,,,,,,0,0,40,,
8081,45,,182100,,13,,,,,,0,0,40,,
8082,25,,282313,,6,,,,,,0,1602,40,,
8083,39,,230054,,14,,,,,,0,0,50,,
8084,63,,236338,,9,,,,,,0,0,35,,
8085,37,,321943,,15,,,,,,0,0,40,,
8086,26,,218782,,9,,,,,,0,0,40,,
8087,33,,191385,,13,,,,,,0,0,40,,
8089,20,,199268,,10,,,,,,0,0,20,,
8090,34,,255693,,9,,,,,,0,0,20,,
8091,34,,203488,,10,,,,,,0,0,40,,
8092,36,,187847,,13,,,,,,7688,0,40,,
8093,38,,116358,,10,,,,,,0,0,40,,
8094,46,,198660,,13,,,,,,99999,0,72,,
8095,43,,89636,,13,,,,,,0,0,60,,
8096,26,,150226,,13,,,,,,0,0,35,,
8098,24,,142022,,10,,,,,,0,0,50,,
8099,55,,212448,,9,,,,,,0,0,40,,
8100,58,,203039,,5,,,,,,0,0,40,,
8103,45,,242994,,10,,,,,,0,0,52,,
8104,76,,116202,,9,,,,,,0,0,33,,
8105,47,,140045,,9,,,,,,0,0,40,,
8106,40,,226585,,10,,,,,,0,0,35,,
8107,24,,85041,,9,,,,,,0,0,25,,
8108,30,,162442,,13,,,,,,7688,0,50,,
8109,24,,216563,,9,,,,,,0,0,40,,
8110,43,,231964,,10,,,,,,0,0,40,,
8111,40,,124915,,9,,,,,,0,0,40,,
8112,61,,178312,,10,,,,,,0,0,40,,
8113,45,,215862,,16,,,,,,7688,0,45,,
8114,52,,75839,,10,,,,,,0,0,40,,
8115,34,,176711,,9,,,,,,0,0,40,,
8116,20,,266525,,10,,,,,,594,0,20,,
8118,46,,331776,,9,,,,,,0,0,40,,
8119,54,,111469,,10,,,,,,0,0,40,,
8120,43,,198965,,14,,,,,,0,0,40,,
8121,25,,288185,,5,,,,,,0,0,40,,
8122,21,,198050,,12,,,,,,0,0,25,,
8123,37,,173128,,9,,,,,,0,0,40,,
8124,29,,87905,,9,,,,,,10520,0,40,,
8125,44,,173704,,13,,,,,,0,0,40,,
8126,38,,323269,,10,,,,,,0,0,40,,
8127,44,,172296,,10,,,,,,0,0,60,,
8129,23,,176486,,10,,,,,,0,0,25,,
8130,25,,182750,,13,,,,,,0,0,45,,
8131,23,,82497,,10,,,,,,0,0,28,,
8132,47,,145269,,7,,,,,,0,0,45,,
8133,35,,149347,,10,,,,,,0,0,45,,
8135,50,,158294,,11,,,,,,3103,0,40,,
8136,35,,189623,,16,,,,,,0,0,45,,
8137,21,,201603,,9,,,,,,2176,0,40,,
8138,35,,270572,,13,,,,,,0,0,40,,
8139,17,,126779,,7,,,,,,0,0,20,,
8141,27,,373499,,3,,,,,,0,0,60,,
8142,22,,96862,,10,,,,,,0,0,40,,
8143,50,,162632,,9,,,,,,0,0,2,,
8144,27,,37088,,13,,,,,,0,0,30,,
8146,20,,349365,,9,,,,,,0,0,40,,
8147,42,,33002,,9,,,,,,0,0,48,,
8148,32,,330715,,9,,,,,,99999,0,40,,
8149,35,,275522,,4,,,,,,0,0,80,,
8150,34,,154548,,10,,,,,,0,0,38,,
8151,28,,47907,,13,,,,,,0,0,40,,
8152,38,,238397,,13,,,,,,0,0,24,,
8153,48,,195949,,10,,,,,,0,0,42,,
8155,34,,349169,,14,,,,,,0,0,40,,
8156,25,,158662,,9,,,,,,0,0,50,,
8157,23,,23438,,9,,,,,,0,0,40,,
8158,38,,107302,,10,,,,,,0,0,60,,
8159,43,,174196,,9,,,,,,0,0,40,,
8160,49,,226871,,9,,,,,,0,0,40,,
8161,23,,124971,,10,,,,,,0,0,40,,
8162,57,,214061,,9,,,,,,0,0,40,,
8163,44,,104892,,10,,,,,,0,0,58,,
8164,34,,234386,,12,,,,,,0,0,50,,
8165,29,,188278,,10,,,,,,0,0,40,,
8166,35,,30916,,9,,,,,,0,0,50,,
8167,38,,377486,,9,,,,,,0,0,36,,
8168,42,,137232,,9,,,,,,0,0,50,,
8169,53,,233369,,10,,,,,,0,0,40,,
8170,29,,71067,,15,,,,,,0,0,55,,
8171,31,,98639,,9,,,,,,0,0,40,,
8172,25,,164938,,9,,,,,,4416,0,40,,
8174,30,,206046,,9,,,,,,0,1848,40,,
8175,46,,81497,,9,,,,,,0,0,48,,
8176,23,,141264,,10,,,,,,0,0,40,,
8177,33,,97939,,12,,,,,,0,0,42,,
8178,25,,483822,,9,,,,,,0,0,40,,
8179,48,,148738,,10,,,,,,0,0,40,,
8180,23,,289982,,9,,,,,,0,0,40,,
8181,20,,146706,,10,,,,,,0,0,30,,
8182,23,,420973,,13,,,,,,0,0,40,,
8183,71,,124959,,9,,,,,,0,0,40,,
8184,22,,121471,,13,,,,,,0,0,40,,
8185,36,,198237,,13,,,,,,15024,0,50,,
8186,27,,280758,,7,,,,,,0,0,60,,
8187,40,,191544,,9,,,,,,0,0,35,,
8188,30,,261023,,10,,,,,,0,0,50,,
8189,30,,231043,,11,,,,,,0,0,40,,
8190,30,,340917,,10,,,,,,0,0,40,,
8191,35,,167140,,13,,,,,,5013,0,40,,
8192,39,,370795,,9,,,,,,0,0,40,,
8193,39,,209609,,9,,,,,,0,0,50,,
8194,74,,209454,,3,,,,,,0,0,40,,
8195,32,,78530,,10,,,,,,15024,0,50,,
8196,25,,88922,,9,,,,,,0,0,40,,
8197,47,,165468,,9,,,,,,7298,0,40,,
8198,37,,134367,,13,,,,,,0,0,37,,
8199,47,,199058,,9,,,,,,0,0,40,,
8200,33,,183612,,9,,,,,,0,0,40,,
8201,40,,191982,,11,,,,,,0,0,40,,
8202,22,,514033,,9,,,,,,0,0,80,,
8203,56,,172364,,9,,,,,,0,0,40,,
8204,37,,190105,,9,,,,,,0,0,55,,
8205,30,,119422,,10,,,,,,0,0,70,,
8206,53,,43952,,14,,,,,,15024,0,38,,
8207,23,,235853,,9,,,,,,0,0,40,,
8208,30,,213722,,9,,,,,,0,0,40,,
8209,20,,41432,,10,,,,,,0,0,46,,
8210,22,,285775,,11,,,,,,0,0,40,,
8211,38,,470663,,13,,,,,,0,0,50,,
8212,23,,113466,,9,,,,,,0,0,40,,
8213,46,,224559,,9,,,,,,0,0,40,,
8214,59,,186385,,6,,,,,,0,0,40,,
8217,41,,384236,,11,,,,,,0,0,40,,
8218,42,,181265,,11,,,,,,0,0,48,,
8219,58,,190997,,10,,,,,,0,0,40,,
8220,39,,103456,,13,,,,,,0,0,45,,
8221,28,,184723,,13,,,,,,0,1980,35,,
8222,29,,101597,,10,,,,,,0,0,54,,
8223,53,,146378,,3,,,,,,0,0,40,,
8224,63,,152163,,9,,,,,,0,0,40,,
8225,26,,106812,,11,,,,,,0,0,38,,
8226,21,,148211,,9,,,,,,3674,0,50,,
8227,45,,187581,,10,,,,,,0,0,40,,
8228,29,,135296,,11,,,,,,0,0,40,,
8229,51,,210736,,6,,,,,,0,0,40,,
8230,21,,210165,,5,,,,,,0,0,40,,
8231,38,,80771,,13,,,,,,0,0,40,,
8232,46,,164733,,14,,,,,,0,0,41,,
8233,31,,119411,,13,,,,,,0,0,60,,
8235,21,,185251,,9,,,,,,0,0,40,,
8236,56,,196307,,16,,,,,,0,0,40,,
8237,36,,175232,,9,,,,,,5178,0,40,,
8238,21,,51047,,9,,,,,,0,0,25,,
8239,21,,334618,,10,,,,,,99999,0,40,,
8240,52,,152795,,10,,,,,,0,0,40,,
8241,56,,205601,,16,,,,,,99999,0,70,,
8242,52,,129177,,13,,,,,,0,2824,20,,
8243,51,,121548,,13,,,,,,0,0,25,,
8244,29,,244566,,9,,,,,,0,0,40,,
8245,36,,75073,,10,,,,,,0,0,55,,
8246,29,,179008,,9,,,,,,0,0,55,,
8247,21,,170800,,9,,,,,,0,0,30,,
8248,37,,127961,,9,,,,,,0,0,40,,
8249,50,,99392,,10,,,,,,0,0,45,,
8250,29,,262478,,9,,,,,,0,0,30,,
8251,48,,32825,,9,,,,,,0,0,40,,
8252,50,,167380,,4,,,,,,0,0,40,,
8253,39,,203204,,12,,,,,,0,0,25,,
8254,35,,105138,,15,,,,,,0,0,55,,
8255,54,,145714,,9,,,,,,7688,0,25,,
8256,24,,182276,,9,,,,,,0,0,25,,
8257,20,,275385,,9,,,,,,0,0,45,,
8258,19,,73514,,9,,,,,,0,0,30,,
8259,38,,111499,,9,,,,,,0,1977,99,,
8260,33,,99309,,10,,,,,,0,0,50,,
8261,30,,287986,,10,,,,,,0,0,40,,
8262,30,,119411,,13,,,,,,0,0,40,,
8263,19,,198668,,4,,,,,,0,0,40,,
8264,23,,117583,,9,,,,,,0,0,40,,
8265,27,,234664,,10,,,,,,0,0,40,,
8267,34,,195576,,13,,,,,,0,0,50,,
8268,20,,216825,,9,,,,,,0,0,25,,
8270,25,,197036,,6,,,,,,0,0,40,,
8271,28,,181291,,13,,,,,,0,1564,50,,
8272,31,,206512,,7,,,,,,0,0,25,,
8273,28,,38309,,13,,,,,,6849,0,40,,
8274,66,,38621,,11,,,,,,3273,0,40,,
8275,45,,56904,,13,,,,,,5013,0,45,,
8276,45,,190115,,12,,,,,,0,0,40,,
8277,35,,143058,,9,,,,,,0,0,60,,
8278,54,,139703,,10,,,,,,3103,0,40,,
8279,43,,240124,,11,,,,,,0,0,40,,
8280,30,,132565,,10,,,,,,0,0,40,,
8281,49,,323798,,10,,,,,,3325,0,50,,
8282,52,,96359,,16,,,,,,0,0,57,,
8283,20,,165201,,10,,,,,,0,0,4,,
8284,45,,264526,,12,,,,,,0,0,40,,
8285,48,,102359,,13,,,,,,7298,0,60,,
8286,28,,37359,,13,,,,,,0,0,60,,
8288,48,,115497,,10,,,,,,0,0,40,,
8289,32,,157747,,10,,,,,,0,0,45,,
8290,43,,135606,,14,,,,,,0,0,50,,
8291,22,,303822,,6,,,,,,0,0,40,,
8293,46,,43348,,15,,,,,,15024,0,55,,
8294,39,,239409,,9,,,,,,0,0,50,,
8295,50,,337606,,9,,,,,,0,1485,40,,
8296,47,,118447,,13,,,,,,0,0,60,,
8297,46,,234690,,9,,,,,,0,0,40,,
8298,43,,216042,,10,,,,,,0,1617,72,,
8299,45,,190482,,9,,,,,,0,0,40,,
8300,55,,381965,,13,,,,,,0,0,40,,
8301,68,,186943,,9,,,,,,0,0,8,,
8302,39,,142707,,11,,,,,,0,0,40,,
8303,39,,53447,,9,,,,,,0,0,40,,
8304,37,,127772,,13,,,,,,0,0,40,,
8306,33,,150154,,10,,,,,,0,0,40,,
8307,21,,306114,,9,,,,,,0,0,35,,
8308,58,,368797,,14,,,,,,0,0,35,,
8309,21,,350001,,10,,,,,,0,0,20,,
8310,26,,339952,,10,,,,,,0,0,60,,
8311,27,,114967,,5,,,,,,0,0,40,,
8312,34,,164190,,10,,,,,,0,1902,38,,
8313,49,,166039,,9,,,,,,0,0,40,,
8314,28,,250135,,9,,,,,,0,0,40,,
8315,34,,234960,,13,,,,,,0,1887,48,,
8316,45,,106517,,9,,,,,,0,0,40,,
8317,47,,162236,,13,,,,,,0,0,40,,
8318,48,,237525,,13,,,,,,7688,0,65,,
8319,35,,150057,,10,,,,,,0,0,40,,
8320,43,,75742,,10,,,,,,0,0,45,,
8321,33,,177675,,13,,,,,,0,0,50,,
8322,49,,193249,,12,,,,,,0,0,40,,
8323,17,,266072,,6,,,,,,0,0,20,,
8325,25,,339324,,13,,,,,,0,0,40,,
8326,31,,206051,,13,,,,,,0,0,40,,
8327,49,,102583,,10,,,,,,0,1848,44,,
8328,40,,277647,,13,,,,,,0,0,40,,
8329,55,,124808,,11,,,,,,0,1977,50,,
8330,47,,193061,,10,,,,,,0,0,60,,
8331,50,,121411,,8,,,,,,0,0,40,,
8332,36,,89202,,13,,,,,,0,0,50,,
8333,17,,232900,,7,,,,,,0,0,25,,
8334,30,,319280,,9,,,,,,0,0,40,,
8335,42,,193494,,9,,,,,,0,0,40,,
8336,67,,195066,,9,,,,,,0,0,50,,
8337,27,,174419,,13,,,,,,0,0,40,,
8338,21,,57916,,4,,,,,,0,0,40,,
8339,46,,383384,,9,,,,,,0,0,40,,
8340,45,,198223,,13,,,,,,0,1902,45,,
8341,17,,174298,,7,,,,,,0,0,20,,
8342,40,,45687,,10,,,,,,4787,0,50,,
8343,28,,263614,,13,,,,,,0,0,40,,
8344,33,,96128,,7,,,,,,0,0,40,,
8345,55,,220262,,9,,,,,,0,0,40,,
8346,55,,35340,,10,,,,,,0,0,50,,
8347,47,,280483,,9,,,,,,0,0,40,,
8348,29,,351324,,10,,,,,,0,0,40,,
8349,36,,58602,,3,,,,,,0,0,35,,
8350,37,,64922,,13,,,,,,0,0,70,,
8351,41,,185616,,9,,,,,,0,1980,40,,
8352,47,,109421,,13,,,,,,0,0,50,,
8353,39,,156897,,9,,,,,,0,2258,42,,
8354,48,,145886,,13,,,,,,0,0,60,,
8355,47,,29819,,14,,,,,,0,1977,50,,
8356,27,,244566,,6,,,,,,0,0,40,,
8357,29,,253801,,9,,,,,,0,0,40,,
8358,38,,237713,,13,,,,,,0,0,60,,
8359,32,,112137,,1,,,,,,4508,0,40,,
8360,48,,187969,,14,,,,,,0,0,80,,
8361,28,,219705,,13,,,,,,5013,0,55,,
8362,35,,167062,,9,,,,,,0,0,40,,
8363,18,,190325,,7,,,,,,0,0,30,,
8364,45,,108859,,9,,,,,,0,0,40,,
8365,36,,344351,,9,,,,,,0,0,40,,
8366,73,,153127,,10,,,,,,0,0,10,,
8367,52,,180881,,13,,,,,,0,0,40,,
8368,17,,183066,,6,,,,,,0,0,40,,
8369,29,,339002,,11,,,,,,0,0,40,,
8370,20,,172047,,10,,,,,,0,0,10,,
8371,42,,94600,,9,,,,,,5178,0,40,,
8372,40,,248094,,9,,,,,,0,0,40,,
8373,32,,36467,,12,,,,,,0,0,45,,
8374,29,,53181,,14,,,,,,0,0,55,,
8375,20,,181032,,10,,,,,,0,0,40,,
8376,25,,40512,,13,,,,,,3674,0,30,,
8378,26,,154966,,10,,,,,,0,0,40,,
8379,24,,198259,,9,,,,,,0,0,30,,
8380,23,,131275,,9,,,,,,0,0,40,,
8382,36,,272950,,10,,,,,,0,0,50,,
8383,37,,174503,,13,,,,,,0,0,50,,
8384,24,,116800,,11,,,,,,0,0,35,,
8385,38,,110713,,12,,,,,,0,0,50,,
8386,50,,202044,,13,,,,,,0,0,45,,
8387,46,,54985,,9,,,,,,0,1887,40,,
8388,44,,302424,,9,,,,,,0,0,55,,
8389,21,,344492,,10,,,,,,0,0,30,,
8390,31,,349148,,9,,,,,,0,0,40,,
8391,32,,222221,,11,,,,,,7298,0,42,,
8392,45,,234699,,9,,,,,,0,0,60,,
8393,20,,243178,,9,,,,,,0,0,40,,
8394,52,,189728,,9,,,,,,0,0,50,,
8395,47,,318593,,9,,,,,,0,0,25,,
8396,41,,108681,,10,,,,,,0,0,40,,
8397,40,,187376,,10,,,,,,0,0,60,,
8398,41,,75409,,13,,,,,,0,0,40,,
8399,49,,266150,,9,,,,,,0,0,40,,
8401,59,,46466,,9,,,,,,0,0,40,,
8402,47,,114459,,14,,,,,,7688,0,45,,
