,age,workclass,fnlwgt,education,education_num,marital_status,post,relationship,nation,gender,capital_gain,capital_loss,hours_per_week,country,wealth
3689,23, Private,244408, Some-college,10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, F,0,0,24, Vietnam, lowerCase
3690,41, Private,178983, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,40, United-States, lowerCase
3691,26, Private,143068, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,2407,0,50, United-States, lowerCase
3692,35, Private,246829, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, F,0,0,40, United-States, lowerCase
3694,21, Private,207923, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, White, F,0,0,15, United-States, lowerCase
3695,34, Local-gov,303867, 9th,5, Never-married, Other-service, Own-child, White, M,0,0,40, United-States, lowerCase
3696,19, Private,291429, HS-grad,9, Never-married, Other-service, Own-child, White, F,0,0,25, United-States, lowerCase
3697,25, Private,297154, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, M,2407,0,40, United-States, lowerCase
3698,47, Federal-gov,68493, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, M,0,0,40, United-States, upperCase
3699,46, Federal-gov,340718, 11th,7, Widowed, Adm-clerical, Not-in-family, White, F,0,0,40, United-States, lowerCase
3700,18, Private,194059, 12th,8, Never-married, Adm-clerical, Own-child, White, M,0,0,40, United-States, lowerCase
3701,31, Private,47296, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, F,0,1740,20, United-States, lowerCase
3702,28, State-gov,286310, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, F,0,0,40, United-States, lowerCase
3703,38, Private,207202, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,48, United-States, upperCase
3704,33, Self-emp-inc,132601, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, upperCase
3706,46, Private,117849, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,15024,0,40, United-States, upperCase
3707,38, Local-gov,225605, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,44, United-States, lowerCase
3708,49, Private,164799, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, United-States, upperCase
3709,60, Federal-gov,21876, Some-college,10, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, F,0,0,40, United-States, lowerCase
3710,44, Private,160785, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,0,60, United-States, upperCase
3711,36, Private,169926, HS-grad,9, Divorced, Sales, Not-in-family, White, F,0,0,40, United-States, lowerCase
3712,65, Local-gov,205024, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, M,0,0,8, United-States, lowerCase
3713,41, Private,374764, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, M,0,0,20, United-States, lowerCase
3714,25, Private,108779, Masters,14, Separated, Other-service, Own-child, White, F,0,0,40, United-States, lowerCase
3716,17, Local-gov,246308, 11th,7, Never-married, Prof-specialty, Own-child, White, F,0,0,20, Puerto-Rico, lowerCase
3717,28, Private,51331, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, F,0,0,16, United-States, upperCase
3718,31, Private,153078, Assoc-acdm,12, Never-married, Craft-repair, Own-child, Other, M,0,0,50, United-States, lowerCase
3719,47, Private,169180, Masters,14, Never-married, Prof-specialty, Not-in-family, White, F,0,0,35, United-States, lowerCase
3720,45, Self-emp-not-inc,193451, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,45, United-States, lowerCase
3721,51, Private,305147, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, M,0,0,40, United-States, lowerCase
3722,34, Private,223267, HS-grad,9, Never-married, Exec-managerial, Other-relative, White, M,0,0,50, United-States, lowerCase
3723,30, Private,315640, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, M,0,1977,40, China, upperCase
3724,37, Private,632613, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,35, Mexico, lowerCase
3725,56, Private,282023, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,45, United-States, upperCase
3726,29, Private,77760, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, M,0,0,45, United-States, lowerCase
3727,46, Self-emp-not-inc,148599, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,50, United-States, upperCase
3728,55, Private,414994, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
3729,45, Private,339863, Bachelors,13, Divorced, Sales, Not-in-family, White, M,8614,0,48, United-States, upperCase
3730,41, Private,252058, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, M,0,0,40, United-States, lowerCase
3732,27, Private,194652, HS-grad,9, Never-married, Craft-repair, Own-child, Black, M,0,0,40, United-States, lowerCase
3733,19, Federal-gov,27433, 12th,8, Never-married, Other-service, Own-child, White, F,0,0,30, United-States, lowerCase
3734,47, Local-gov,39986, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, lowerCase
3735,43, Self-emp-inc,135342, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,50, United-States, upperCase
3736,52, Private,270142, Assoc-voc,11, Separated, Exec-managerial, Unmarried, Black, F,0,0,60, United-States, lowerCase
3737,33, Self-emp-not-inc,118267, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, M,0,0,60, United-States, lowerCase
3738,29, Private,266043, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,40, United-States, lowerCase
3739,23, Private,35633, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, M,0,0,40, United-States, lowerCase
3740,23, Private,74568, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, M,0,0,40, United-States, lowerCase
3741,39, Private,214816, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,60, United-States, lowerCase
3742,31, Private,259425, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, upperCase
3743,26, Private,245880, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, M,0,0,60, United-States, lowerCase
3744,58, Local-gov,54947, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, F,0,0,55, United-States, lowerCase
3745,55, Private,151474, Bachelors,13, Never-married, Tech-support, Other-relative, White, F,0,1590,38, United-States, lowerCase
3746,28, Private,161674, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, F,0,0,40, United-States, lowerCase
3747,36, Private,62346, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, M,0,0,40, United-States, lowerCase
3748,40, Private,227236, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,0,0,50, United-States, lowerCase
3749,19, Private,283033, 11th,7, Never-married, Other-service, Not-in-family, White, M,0,0,40, United-States, lowerCase
3750,63, Self-emp-not-inc,298249, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,10605,0,40, United-States, upperCase
3751,42, Private,251229, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,40, United-States, lowerCase
3752,76, Private,199949, 9th,5, Married-civ-spouse, Protective-serv, Husband, White, M,0,0,13, United-States, lowerCase
3753,23, State-gov,305498, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, F,0,0,40, United-States, lowerCase
3754,48, Local-gov,142719, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
3755,56, Private,119859, Some-college,10, Divorced, Transport-moving, Not-in-family, White, M,0,0,40, United-States, upperCase
3756,32, Private,141410, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, M,0,0,40, United-States, lowerCase
3757,44, Local-gov,202872, Some-college,10, Divorced, Prof-specialty, Unmarried, White, F,0,0,25, United-States, lowerCase
3758,33, Federal-gov,129707, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, M,0,0,50, United-States, lowerCase
3759,22, Private,445758, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, M,0,0,40, Mexico, lowerCase
3761,44, Private,173981, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
3762,45, Federal-gov,181970, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, M,0,1672,40, United-States, lowerCase
3763,57, Self-emp-inc,282913, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,0,0,40, Cuba, lowerCase
3764,59, Local-gov,196013, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
3765,33, Federal-gov,348491, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Black, F,0,0,40, United-States, upperCase
3766,52, Private,416164, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Other, M,0,0,49, Mexico, lowerCase
3767,17, Private,121037, 12th,8, Never-married, Sales, Own-child, White, F,0,0,15, United-States, lowerCase
3768,63, Self-emp-not-inc,147589, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,0,30, United-States, upperCase
3769,20, Private,24008, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, M,0,0,24, United-States, lowerCase
3770,42, Self-emp-inc,123838, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, M,0,1977,50, United-States, upperCase
3771,50, Self-emp-not-inc,175456, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,50, United-States, lowerCase
3772,55, Private,84774, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, White, F,0,0,30, United-States, lowerCase
3773,28, Private,134566, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,45, United-States, lowerCase
3774,55, Private,211678, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,45, United-States, lowerCase
3775,53, State-gov,144586, Some-college,10, Never-married, Protective-serv, Not-in-family, White, F,0,0,40, United-States, lowerCase
3776,23, Private,119156, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
3777,25, Private,371987, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, F,0,0,40, United-States, lowerCase
3778,44, State-gov,144125, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, F,0,0,40, United-States, lowerCase
3779,55, Private,31905, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,1977,40, United-States, upperCase
3780,48, Self-emp-not-inc,121124, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,35, United-States, upperCase
3781,46, Private,58126, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
3782,26, Private,318518, Some-college,10, Never-married, Transport-moving, Not-in-family, White, M,0,0,40, United-States, lowerCase
3783,30, Private,296509, 7th-8th,4, Separated, Farming-fishing, Not-in-family, White, M,0,0,45, Mexico, lowerCase
3784,32, Private,473133, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
3785,52, Private,99185, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,7298,0,50, United-States, upperCase
3786,39, Private,56648, HS-grad,9, Separated, Sales, Not-in-family, White, F,0,0,47, United-States, lowerCase
3787,57, Local-gov,118481, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, M,0,1902,40, United-States, upperCase
3788,21, Private,321666, HS-grad,9, Never-married, Craft-repair, Own-child, White, M,594,0,40, United-States, lowerCase
3789,22, State-gov,119838, Some-college,10, Never-married, Other-service, Own-child, White, M,0,0,10, United-States, lowerCase
3790,26, State-gov,58039, Some-college,10, Married-civ-spouse, Other-service, Husband, White, M,0,0,40, United-States, lowerCase
3791,44, Private,313022, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, Black, M,0,0,40, United-States, upperCase
3792,42, Private,178134, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, F,0,0,30, United-States, lowerCase
3793,40, Private,165309, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,43, United-States, lowerCase
3794,22, Private,216181, 11th,7, Never-married, Craft-repair, Own-child, White, M,0,0,45, United-States, lowerCase
3795,62, Private,178745, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,45, United-States, upperCase
3797,33, Self-emp-not-inc,295591, 1st-4th,2, Married-spouse-absent, Craft-repair, Not-in-family, White, M,0,0,40, Mexico, lowerCase
3798,45, Private,123075, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,50, United-States, lowerCase
3799,18, Private,78045, 11th,7, Married-civ-spouse, Handlers-cleaners, Own-child, White, M,0,0,40, United-States, lowerCase
3800,33, Private,254221, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, F,0,0,60, United-States, upperCase
3801,68, Self-emp-not-inc,450580, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,20, United-States, lowerCase
3802,61, Private,128230, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, M,0,0,50, United-States, upperCase
3803,36, Self-emp-not-inc,20333, HS-grad,9, Married-civ-spouse, Sales, Wife, White, F,7688,0,40, United-States, upperCase
3804,32, Federal-gov,128714, HS-grad,9, Never-married, Other-service, Own-child, Black, F,0,0,32, United-States, lowerCase
3805,35, Private,170797, Bachelors,13, Divorced, Other-service, Not-in-family, White, F,0,0,40, United-States, lowerCase
3806,39, Private,269186, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
3807,53, Private,127671, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, United-States, lowerCase
3808,30, Private,211840, Some-college,10, Separated, Sales, Unmarried, Black, F,0,0,16, United-States, lowerCase
3809,40, Private,201495, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, M,0,0,45, United-States, lowerCase
3810,25, Private,251854, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, F,0,0,40, Jamaica, lowerCase
3811,52, Self-emp-not-inc,195462, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,98, United-States, upperCase
3812,33, Private,170769, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
3813,28, Private,142443, HS-grad,9, Never-married, Craft-repair, Own-child, White, M,0,0,40, United-States, lowerCase
3814,53, Private,121441, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,55, United-States, lowerCase
3815,44, Private,275094, 1st-4th,2, Never-married, Other-service, Own-child, White, M,0,0,10, United-States, lowerCase
3816,35, Private,170263, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, F,0,0,40, United-States, lowerCase
3817,38, Private,172571, Some-college,10, Divorced, Craft-repair, Own-child, White, M,0,0,58, Poland, lowerCase
3818,34, Private,178615, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, United-States, lowerCase
3819,33, Private,279524, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, F,0,0,40, United-States, lowerCase
3820,24, State-gov,165201, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,45, United-States, lowerCase
3821,65, Local-gov,323006, HS-grad,9, Widowed, Other-service, Unmarried, Black, F,0,0,25, United-States, lowerCase
3822,39, Self-emp-inc,114844, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, M,99999,0,65, United-States, upperCase
3823,46, Local-gov,216414, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, M,0,0,40, United-States, upperCase
3824,37, Private,34378, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, M,2580,0,60, United-States, lowerCase
3825,47, State-gov,80914, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,47, United-States, upperCase
3826,54, Self-emp-not-inc,212165, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,0,0,60, United-States, lowerCase
3827,90, Private,52386, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, M,0,0,35, United-States, lowerCase
3828,57, Private,109638, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,0,1672,45, United-States, lowerCase
3829,52, Private,236180, Bachelors,13, Married-spouse-absent, Other-service, Not-in-family, White, M,0,0,50, United-States, lowerCase
3830,21, Private,118693, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, M,0,0,40, United-States, lowerCase
3831,39, Private,225544, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,40, Poland, lowerCase
3832,29, Self-emp-not-inc,160786, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,55, United-States, lowerCase
3833,49, Private,234320, 7th-8th,4, Never-married, Prof-specialty, Other-relative, Black, M,0,0,45, United-States, lowerCase
3834,34, Private,314646, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
3835,22, Private,124971, Bachelors,13, Never-married, Sales, Not-in-family, White, M,0,0,40, United-States, lowerCase
3836,39, State-gov,121838, HS-grad,9, Divorced, Other-service, Unmarried, Black, F,0,0,40, United-States, lowerCase
3837,34, Private,45522, HS-grad,9, Never-married, Other-service, Not-in-family, White, M,0,0,40, United-States, lowerCase
3838,28, Local-gov,250135, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, F,0,1902,55, United-States, lowerCase
3839,18, Private,120283, 12th,8, Never-married, Sales, Own-child, White, F,0,0,24, United-States, lowerCase
3840,20, Private,216972, HS-grad,9, Never-married, Sales, Not-in-family, White, M,0,0,30, United-States, lowerCase
3841,20, Private,116791, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, F,0,0,40, United-States, lowerCase
3842,55, State-gov,26290, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, F,0,0,38, United-States, lowerCase
3843,22, Private,216134, Some-college,10, Never-married, Sales, Own-child, Black, F,0,0,40, United-States, lowerCase
3844,40, Private,217120, 10th,6, Divorced, Craft-repair, Not-in-family, White, M,0,0,50, United-States, lowerCase
3845,47, State-gov,223944, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,30, United-States, lowerCase
3846,23, Private,185452, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, F,0,0,35, Canada, lowerCase
3847,52, Private,178983, 11th,7, Married-civ-spouse, Other-service, Husband, White, M,0,0,40, United-States, lowerCase
3848,25, Private,349190, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, M,0,0,20, United-States, lowerCase
3849,49, Self-emp-inc,158685, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, F,0,2377,40, United-States, upperCase
3850,41, Federal-gov,57924, Some-college,10, Never-married, Protective-serv, Own-child, White, M,0,0,40, United-States, lowerCase
3851,40, State-gov,270324, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, Black, M,0,0,30, United-States, lowerCase
3852,38, Private,33001, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,55, United-States, upperCase
3853,58, Private,204021, HS-grad,9, Never-married, Transport-moving, Own-child, White, M,0,0,40, Canada, lowerCase
3854,26, Private,192506, Bachelors,13, Never-married, Other-service, Not-in-family, Black, F,0,0,35, United-States, lowerCase
3855,57, Private,372967, 10th,6, Divorced, Adm-clerical, Other-relative, White, F,0,0,70, Germany, lowerCase
3856,28, Private,273929, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,0,1628,60, United-States, lowerCase
3857,42, Private,195821, HS-grad,9, Separated, Sales, Unmarried, White, F,0,0,40, United-States, lowerCase
3858,28, Private,56179, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, M,2174,0,55, United-States, lowerCase
3859,39, Self-emp-not-inc,124090, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
3860,42, Private,255847, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,4386,0,48, United-States, upperCase
3861,41, Private,59938, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, F,0,0,43, United-States, lowerCase
3862,54, Self-emp-not-inc,278230, Some-college,10, Divorced, Farming-fishing, Unmarried, White, F,10520,0,30, United-States, upperCase
3864,47, Private,190139, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, upperCase
3865,27, Private,109001, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,49, United-States, lowerCase
3866,42, Local-gov,159931, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, F,0,0,45, United-States, upperCase
3867,32, Private,194987, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, F,0,0,40, United-States, lowerCase
3868,32, Local-gov,87310, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, M,0,0,41, United-States, lowerCase
3869,27, Private,133937, Masters,14, Never-married, Sales, Own-child, White, M,0,0,40, United-States, lowerCase
3870,29, Private,207064, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, upperCase
3871,22, Private,36011, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, M,0,0,30, United-States, lowerCase
3872,41, Self-emp-not-inc,27305, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, M,7688,0,40, United-States, upperCase
3873,21, Private,64520, HS-grad,9, Never-married, Sales, Not-in-family, White, M,0,0,55, United-States, lowerCase
3875,37, Private,305379, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,50, United-States, upperCase
3876,23, Private,202284, Bachelors,13, Never-married, Sales, Own-child, White, M,0,0,20, United-States, lowerCase
3877,42, Self-emp-not-inc,99185, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, upperCase
3878,25, Private,159662, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, M,0,0,26, United-States, upperCase
3879,67, Private,197865, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, F,0,0,40, United-States, lowerCase
3881,38, Private,146091, Doctorate,16, Married-civ-spouse, Exec-managerial, Wife, White, F,99999,0,36, United-States, upperCase
3883,65, Self-emp-not-inc,226215, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,0,15, United-States, lowerCase
3884,66, Private,114447, Assoc-voc,11, Widowed, Prof-specialty, Not-in-family, White, F,0,0,35, United-States, lowerCase
3885,33, Private,124187, 11th,7, Never-married, Transport-moving, Not-in-family, Black, M,0,0,60, United-States, lowerCase
3886,51, Private,147954, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, F,3411,0,38, United-States, lowerCase
3887,27, Self-emp-inc,64379, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,1740,40, United-States, lowerCase
3888,17, Private,156501, 12th,8, Never-married, Other-service, Own-child, White, F,0,0,16, United-States, lowerCase
3889,32, Private,207668, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,15024,0,45, United-States, upperCase
3891,38, Private,225707, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, Cuba, upperCase
3892,43, Local-gov,115603, Some-college,10, Divorced, Adm-clerical, Unmarried, White, F,0,0,40, United-States, lowerCase
3893,40, State-gov,506329, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, M,0,0,40, Taiwan, upperCase
3894,63, Private,275034, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,1740,35, United-States, lowerCase
3896,42, Private,56483, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, F,0,0,40, United-States, lowerCase
3897,43, Federal-gov,144778, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, M,0,0,40, United-States, upperCase
3898,30, Private,158420, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, M,0,0,50, Iran, lowerCase
3899,22, Private,41763, Some-college,10, Never-married, Other-service, Not-in-family, White, M,0,0,25, United-States, lowerCase
3900,28, Private,149734, HS-grad,9, Never-married, Other-service, Unmarried, Black, F,0,0,52, United-States, lowerCase
3902,24, Private,349691, Some-college,10, Never-married, Sales, Other-relative, Black, F,0,0,40, United-States, lowerCase
3903,47, Private,185385, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, United-States, upperCase
3904,34, Self-emp-not-inc,174463, Assoc-voc,11, Never-married, Farming-fishing, Not-in-family, White, M,0,0,50, United-States, lowerCase
3905,26, Private,236068, Some-college,10, Never-married, Sales, Other-relative, White, F,0,0,20, United-States, lowerCase
3907,28, Private,33895, Bachelors,13, Never-married, Sales, Not-in-family, White, M,0,0,45, United-States, lowerCase
3908,36, Private,214816, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, F,0,0,40, United-States, lowerCase
3909,24, Private,229773, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, M,0,0,40, United-States, lowerCase
3910,51, Self-emp-inc,166386, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, F,0,0,35, Taiwan, lowerCase
3911,44, Private,266135, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,50, United-States, upperCase
3912,18, Private,300379, 12th,8, Never-married, Adm-clerical, Own-child, White, M,0,0,12, United-States, lowerCase
3913,54, Federal-gov,392502, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
3914,61, Private,73809, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, F,0,0,40, United-States, lowerCase
3915,43, Private,316183, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, United-States, lowerCase
3916,51, Private,162944, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
3917,50, Local-gov,186888, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Black, F,0,0,40, United-States, upperCase
3919,24, Private,192017, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, M,0,0,30, United-States, lowerCase
3920,20, State-gov,161978, Some-college,10, Married-civ-spouse, Other-service, Husband, White, M,0,0,20, United-States, lowerCase
3921,57, Local-gov,323309, 7th-8th,4, Divorced, Other-service, Not-in-family, White, M,0,0,40, United-States, lowerCase
3922,49, Self-emp-inc,197332, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,60, United-States, lowerCase
3924,52, Self-emp-not-inc,102346, Some-college,10, Never-married, Prof-specialty, Own-child, White, F,0,0,35, United-States, lowerCase
3925,25, Private,181666, Assoc-acdm,12, Never-married, Tech-support, Own-child, White, F,0,0,40, United-States, lowerCase
3926,58, Private,142182, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,25, United-States, lowerCase
3927,48, Federal-gov,94342, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, M,0,0,45, United-States, lowerCase
3928,30, Private,41493, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, F,0,0,35, Canada, lowerCase
3929,18, Private,181712, 11th,7, Never-married, Handlers-cleaners, Own-child, White, M,0,0,12, United-States, lowerCase
3930,29, Self-emp-not-inc,164607, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
3931,52, Self-emp-not-inc,41496, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,45, United-States, lowerCase
3932,63, Private,143098, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,4064,0,40, United-States, lowerCase
3933,36, Local-gov,196529, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, F,0,0,40, United-States, upperCase
3934,24, Private,157332, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, F,0,0,42, United-States, lowerCase
